h3,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,confidence
873945186ffffff,0.0262,0.0438,0.137,0.865,2,2.38,6.74,8.29,10.4,6.58,2.34,0.109,high
873945188ffffff,0.082,0.137,0.422,2.48,5.35,6.22,13.7,16,18.5,13.7,5.78,0.337,high
87394518effffff,0.202,0.335,1.01,5.17,10.1,11.5,22.4,25.6,29,22.5,10.5,0.801,high
873945190ffffff,0.00942,0.0157,0.0492,0.315,0.74,0.887,2.69,3.38,4.27,2.61,0.887,0.0394,high
873945191ffffff,0.0177,0.0295,0.0923,0.589,1.38,1.65,4.91,6.11,7.67,4.78,1.64,0.0739,high
873945192ffffff,0.00763,0.0127,0.0398,0.255,0.6,0.719,2.19,2.75,3.49,2.13,0.72,0.0319,high
873945193ffffff,0.00661,0.011,0.0345,0.221,0.52,0.623,1.9,2.39,3.03,1.85,0.624,0.0276,high
873945194ffffff,0.0137,0.0228,0.0714,0.455,1.06,1.27,3.75,4.67,5.84,3.65,1.26,0.0572,high
873945195ffffff,0.0349,0.0582,0.182,1.14,2.62,3.11,8.57,10.4,12.7,8.38,3.05,0.145,high
873945196ffffff,0.00939,0.0157,0.049,0.314,0.738,0.884,2.68,3.36,4.26,2.61,0.884,0.0393,high
873945198ffffff,0.0461,0.0769,0.239,1.48,3.35,3.94,9.99,12,14.4,10,3.8,0.191,high
873945199ffffff,0.0594,0.099,0.307,1.84,4.06,4.74,11.3,13.4,15.9,11.3,4.5,0.245,high
87394519affffff,0.0425,0.0708,0.219,1.32,2.91,3.4,8,9.48,11.2,8.04,3.22,0.175,high
87394519bffffff,0.0877,0.146,0.452,2.69,5.87,6.82,15.5,18.2,21.2,15.6,6.42,0.361,high
87394519cffffff,0.337,0.546,1.47,5.14,8.28,9.03,15.8,18,20.6,15.9,8.41,1.16,high
87394519dffffff,0.114,0.189,0.581,3.32,7.01,8.06,17.3,20.1,23.2,17.4,7.51,0.464,high
87394519effffff,0.105,0.175,0.538,3.1,6.56,7.55,16.2,18.7,21.5,16.2,7.03,0.429,high
8739451a0ffffff,0.0799,0.133,0.41,2.41,5.18,6.02,14.2,16.7,20,14,5.7,0.328,high
8739451a1ffffff,0.03,0.0501,0.156,0.995,2.32,2.79,7.92,9.84,12.3,7.85,2.72,0.125,high
8739451a2ffffff,0.0218,0.0364,0.114,0.727,1.69,2.02,5.93,7.37,9.36,5.78,2,0.0912,high
8739451a3ffffff,0.103,0.172,0.532,3.17,6.9,8.05,18.7,21.9,25.7,18.6,7.58,0.425,high
8739451a4ffffff,0.317,0.522,1.51,6.7,12.1,13.4,25.3,28.7,32.9,25.1,12.4,1.2,high
8739451a5ffffff,0.731,1.18,3.17,10.8,16.8,18.1,28.3,31,34.4,28.2,16.6,2.5,high
8739451a6ffffff,0.0357,0.0595,0.186,1.18,2.72,3.23,9.16,11.2,14.1,8.95,3.18,0.149,high
8739451aaffffff,0.317,0.526,1.58,7.98,15.2,17.1,30.5,34.1,38,30.6,15.4,1.26,high
8739451acffffff,0.0363,0.0606,0.189,1.19,2.74,3.27,8.8,10.8,13.2,8.77,3.16,0.151,high
8739451aeffffff,0.0386,0.0644,0.201,1.26,2.92,3.5,9.51,11.7,14.4,9.47,3.38,0.161,high
8739451b0ffffff,0.0244,0.0407,0.127,0.788,1.79,2.11,5.67,6.89,8.54,5.55,2.05,0.101,high
8739451b1ffffff,0.0407,0.0679,0.211,1.28,2.85,3.34,8.53,10.2,12.5,8.37,3.21,0.168,high
8739451b2ffffff,0.0304,0.0508,0.158,0.998,2.3,2.73,7.58,9.24,11.4,7.41,2.67,0.127,high
8739451b3ffffff,0.0145,0.0241,0.0755,0.482,1.12,1.34,3.99,4.97,6.32,3.88,1.33,0.0604,high
8739451b4ffffff,0.0296,0.0493,0.153,0.94,2.11,2.48,6.54,7.93,9.81,6.4,2.4,0.123,high
8739451b5ffffff,0.0201,0.0335,0.105,0.668,1.55,1.86,5.45,6.76,8.59,5.31,1.84,0.0838,high
8739451b6ffffff,0.0343,0.0571,0.177,1.08,2.37,2.77,7.17,8.43,10.3,6.9,2.72,0.142,high
873945424ffffff,0.0174,0.0289,0.0903,0.567,1.26,1.44,4.1,4.84,5.9,3.98,1.51,0.0722,high
873945500ffffff,0.00912,0.0152,0.0474,0.3,0.663,0.763,2.32,2.77,3.44,2.2,0.813,0.0379,high
873945501ffffff,0.00981,0.0163,0.051,0.323,0.713,0.822,2.5,2.97,3.7,2.37,0.874,0.0408,high
873945502ffffff,0.00888,0.0148,0.0463,0.299,0.673,0.78,2.58,3.14,4.02,2.43,0.848,0.0371,high
873945503ffffff,0.0046,0.00766,0.024,0.155,0.349,0.405,1.35,1.65,2.12,1.27,0.441,0.0192,high
873945504ffffff,0.0289,0.0482,0.15,0.911,1.94,2.21,5.86,6.77,8.1,5.63,2.27,0.12,high
873945505ffffff,0.011,0.0184,0.0575,0.367,0.816,0.942,2.94,3.53,4.42,2.79,1.01,0.0461,high
873945506ffffff,0.0123,0.0205,0.064,0.41,0.917,1.06,3.45,4.13,5.16,3.2,1.14,0.0512,high
873945508ffffff,0.00477,0.00796,0.0249,0.161,0.366,0.432,1.4,1.74,2.21,1.33,0.46,0.0199,high
873945509ffffff,0.00566,0.00944,0.0295,0.19,0.436,0.518,1.66,2.06,2.6,1.57,0.546,0.0237,medium
87394550affffff,0.00543,0.00905,0.0283,0.183,0.413,0.482,1.59,1.94,2.48,1.5,0.521,0.0227,high
87394550bffffff,0.013,0.0217,0.0678,0.426,0.95,1.12,3.16,3.79,4.6,3.03,1.14,0.0543,high
87394550cffffff,0.0053,0.00883,0.0277,0.178,0.402,0.467,1.56,1.9,2.43,1.46,0.508,0.0221,high
87394550dffffff,0.00631,0.0105,0.0329,0.212,0.485,0.575,1.82,2.26,2.85,1.73,0.605,0.0264,high
87394550effffff,0.00894,0.0149,0.0465,0.294,0.651,0.75,2.28,2.72,3.39,2.17,0.798,0.0372,high
873945510ffffff,0.374,0.615,1.79,8.19,14.4,15.6,28.3,30.6,33.4,27.6,14.7,1.42,high
873945511ffffff,0.0178,0.0297,0.093,0.6,1.35,1.55,5.06,6.1,7.74,4.83,1.7,0.0744,high
873945512ffffff,0.0495,0.0823,0.255,1.51,3.15,3.56,8.92,10.1,11.8,8.49,3.56,0.203,high
873945513ffffff,0.0151,0.0252,0.0791,0.512,1.16,1.33,4.37,5.24,6.58,4.13,1.44,0.0632,high
873945514ffffff,0.117,0.194,0.591,3.19,6.15,6.82,14.3,15.7,17.7,13.6,6.55,0.47,high
873945515ffffff,0.0808,0.134,0.401,2.03,3.74,4.1,8.31,9.22,10.5,7.93,3.92,0.319,high
873945516ffffff,0.0449,0.0746,0.23,1.35,2.78,3.15,8.3,9.55,11.4,7.83,3.17,0.183,high
873945518ffffff,0.00448,0.00745,0.0234,0.152,0.346,0.393,1.32,1.62,2.1,1.28,0.439,0.0187,high
873945519ffffff,0.0138,0.023,0.072,0.458,1.02,1.15,3.52,4.19,5.25,3.42,1.25,0.0576,high
87394551affffff,0.62,0.931,1.97,4.78,6.99,7.38,12.7,13.9,15.7,12.5,7.27,1.6,high
87394551bffffff,0.0295,0.049,0.153,0.956,2.1,2.36,6.67,7.8,9.54,6.53,2.51,0.122,high
87394551cffffff,0.00513,0.00854,0.0268,0.173,0.391,0.451,1.51,1.84,2.36,1.43,0.495,0.0214,high
87394551dffffff,0.00432,0.00719,0.0225,0.146,0.329,0.38,1.28,1.56,2,1.21,0.417,0.018,high
87394551effffff,0.0246,0.0409,0.127,0.776,1.66,1.86,4.97,5.77,7,4.87,1.95,0.102,high
873945520ffffff,0.0102,0.0171,0.0534,0.344,0.774,0.898,2.98,3.6,4.57,2.77,0.97,0.0428,high
873945521ffffff,0.00727,0.0121,0.0379,0.244,0.547,0.634,2.08,2.52,3.21,1.95,0.686,0.0303,high
873945522ffffff,0.00959,0.016,0.0501,0.323,0.726,0.844,2.83,3.41,4.27,2.6,0.906,0.04,high
873945523ffffff,0.0272,0.0453,0.14,0.841,1.77,2.01,5.16,5.94,7.07,4.96,2.05,0.112,high
873945524ffffff,0.0121,0.0202,0.0633,0.408,0.912,1.07,3.56,4.25,5.26,3.21,1.13,0.0506,high
873945525ffffff,0.0194,0.0324,0.101,0.644,1.42,1.65,5.1,6.07,7.64,4.79,1.75,0.081,high
873945526ffffff,0.0671,0.111,0.343,1.98,4.02,4.53,10.7,12,13.8,10.1,4.46,0.274,high
873945528ffffff,0.00696,0.0116,0.0363,0.233,0.525,0.608,1.99,2.42,3.08,1.88,0.66,0.029,high
873945529ffffff,0.00474,0.00791,0.0248,0.159,0.365,0.432,1.39,1.73,2.2,1.32,0.458,0.0198,high
87394552affffff,0.00722,0.012,0.0377,0.242,0.544,0.631,2.07,2.51,3.19,1.95,0.684,0.0301,high
87394552bffffff,0.0109,0.0182,0.057,0.361,0.804,0.935,2.81,3.38,4.18,2.68,0.984,0.0456,high
87394552cffffff,0.00603,0.01,0.0314,0.203,0.455,0.529,1.75,2.13,2.73,1.64,0.572,0.0252,high
87394552dffffff,0.00663,0.011,0.0346,0.222,0.499,0.583,1.92,2.33,2.99,1.79,0.626,0.0277,high
87394552effffff,0.0592,0.0983,0.302,1.73,3.52,3.96,9.34,10.6,12.4,9.04,3.96,0.241,high
873945530ffffff,0.032,0.0533,0.166,1.03,2.21,2.54,7.12,8.2,9.69,6.61,2.59,0.133,high
873945531ffffff,0.0352,0.0586,0.182,1.12,2.39,2.73,7.51,8.62,10.2,6.99,2.78,0.145,high
873945532ffffff,0.0104,0.0173,0.0542,0.35,0.786,0.915,3.1,3.72,4.62,2.81,0.977,0.0433,high
873945533ffffff,0.00904,0.0151,0.0472,0.305,0.686,0.799,2.72,3.27,4.07,2.46,0.854,0.0378,high
873945534ffffff,0.0131,0.0219,0.0684,0.44,0.987,1.15,3.84,4.58,5.66,3.48,1.22,0.0547,high
873945535ffffff,0.0204,0.034,0.106,0.662,1.44,1.66,4.96,5.8,7,4.56,1.72,0.0848,high
873945536ffffff,0.0671,0.112,0.347,2.1,4.46,5.08,13.3,15,17.4,12.5,5.12,0.277,high
873945544ffffff,0.0397,0.0661,0.204,1.18,2.5,2.88,6.96,8.17,9.67,6.76,2.81,0.163,high
873945545ffffff,0.0224,0.0373,0.116,0.734,1.68,1.99,5.6,6.82,8.34,5.45,1.98,0.0932,high
873945546ffffff,0.0526,0.0877,0.272,1.65,3.58,4.16,10.6,12.4,14.7,10.3,4.16,0.218,high
873945554ffffff,0.022,0.0366,0.114,0.721,1.62,1.9,5.49,6.61,8.05,5.26,1.96,0.0915,high
873945555ffffff,0.0404,0.0673,0.21,1.32,2.93,3.44,9.61,11.5,13.8,9.24,3.52,0.168,high
873945556ffffff,0.0066,0.011,0.0345,0.222,0.508,0.603,1.93,2.39,3.02,1.83,0.635,0.0276,low
873945560ffffff,0.0135,0.0226,0.0703,0.437,0.992,1.17,3.16,3.8,4.61,3.07,1.15,0.0562,high
873945561ffffff,0.0078,0.013,0.0406,0.257,0.595,0.708,2.02,2.49,3.09,1.97,0.7,0.0325,high
873945562ffffff,0.0621,0.103,0.314,1.68,3.33,3.76,7.42,8.4,9.55,7.3,3.47,0.25,high
873945563ffffff,0.0778,0.129,0.397,2.25,4.71,5.41,11.7,13.4,15.5,11.5,5.05,0.317,high
873945564ffffff,0.00787,0.0131,0.0411,0.262,0.599,0.714,2.29,2.81,3.61,2.13,0.744,0.0329,high
873945565ffffff,0.00562,0.00938,0.0293,0.188,0.443,0.531,1.62,2.04,2.59,1.58,0.532,0.0235,high
873945566ffffff,0.00538,0.00898,0.0281,0.179,0.41,0.489,1.58,1.94,2.49,1.46,0.51,0.0225,high
873945568ffffff,0.0156,0.026,0.0811,0.51,1.17,1.39,3.87,4.71,5.76,3.78,1.37,0.0649,high
873945569ffffff,0.00555,0.00927,0.029,0.186,0.438,0.526,1.58,2,2.54,1.57,0.524,0.0232,high
87394556cffffff,0.00665,0.0111,0.0347,0.223,0.524,0.628,1.91,2.4,3.05,1.86,0.628,0.0278,high
87394556dffffff,0.00908,0.0152,0.0473,0.3,0.7,0.835,2.43,3.01,3.75,2.37,0.828,0.0379,high
87394556effffff,0.0159,0.0265,0.0826,0.51,1.15,1.36,3.59,4.32,5.23,3.51,1.32,0.066,high
873945570ffffff,0.2,0.324,0.865,3.04,4.91,5.36,9.76,10.9,12.2,9.55,5.13,0.684,high
873945571ffffff,0.0271,0.0451,0.14,0.864,1.89,2.2,5.78,6.8,8.07,5.58,2.22,0.112,high
873945572ffffff,0.0402,0.0671,0.209,1.3,2.87,3.35,9.03,10.7,12.7,8.7,3.4,0.167,high
873945573ffffff,0.215,0.348,0.935,3.42,5.73,6.32,12.6,14.4,16.5,12.3,6.13,0.74,high
873945574ffffff,0.0132,0.022,0.0686,0.43,0.958,1.12,3.17,3.8,4.61,3.04,1.15,0.0549,high
873945575ffffff,0.0074400000000000004,0.0124,0.0389,0.249,0.567,0.673,2.11,2.59,3.26,1.99,0.704,0.0311,high
873945576ffffff,0.00826,0.0138,0.0431,0.277,0.632,0.749,2.35,2.9,3.64,2.23,0.786,0.0345,high
8739455a0ffffff,0.0507,0.0843,0.262,1.62,3.47,3.97,11,12.7,15,10.4,4.06,0.209,high
8739455a1ffffff,0.046,0.0766,0.239,1.48,3.21,3.68,10.4,11.9,14.2,9.76,3.77,0.19,high
8739455a2ffffff,0.347,0.573,1.71,8.44,15.6,17.1,33.8,36.9,40.9,32.8,16.3,1.35,high
8739455a3ffffff,0.769,1.22,3.19,12.3,21.2,23.1,41.7,44.8,48.9,40.7,21.9,2.54,high
8739455a4ffffff,0.0607,0.101,0.314,1.9,4.05,4.61,12.2,13.9,16.2,11.5,4.64,0.25,high
8739455a5ffffff,0.0307,0.0511,0.16,1.03,2.31,2.68,8.57,10.1,12.4,7.98,2.84,0.128,high
8739455a6ffffff,0.116,0.193,0.597,3.52,7.28,8.25,19.9,22.2,25.2,18.8,8.1,0.475,high
8739455acffffff,0.098,0.163,0.507,3.07,6.51,7.38,19,21.4,24.8,18.1,7.44,0.404,high
8739455adffffff,0.821,1.25,2.88,9.2,15.2,16.2,29.1,31.6,35.1,28.9,15.8,2.32,high
8739455b0ffffff,0.158,0.262,0.799,4.29,8.3,9.27,19.2,20.9,23.2,18.3,8.75,0.634,high
8739455b1ffffff,0.144,0.239,0.729,4,7.92,8.89,20.3,22.6,25.6,19.3,8.63,0.579,high
8739455b4ffffff,0.0529,0.088,0.274,1.67,3.58,4.12,10.7,12.1,13.8,10,4.07,0.218,high
8739455b5ffffff,0.2,0.33,0.983,4.77,8.68,9.56,19,20.8,23.2,18.1,9.02,0.778,high
8739455b6ffffff,0.0428,0.0712,0.222,1.37,2.96,3.42,9.29,10.5,12.2,8.62,3.41,0.177,high
873945802ffffff,0.0248,0.0414,0.129,0.804,1.78,2.1,5.68,6.76,8.49,5.68,2.1,0.103,high
873945806ffffff,0.0251,0.0419,0.13,0.795,1.7,2.03,5.48,6.41,8.01,5.24,2.04,0.104,high
873945810ffffff,0.0115,0.0191,0.0598,0.377,0.83,0.976,2.83,3.38,4.41,2.75,1,0.0478,medium
873945811ffffff,0.00581,0.00969,0.0303,0.193,0.439,0.525,1.6,1.97,2.62,1.59,0.537,0.0242,medium
873945812ffffff,0.0117,0.0195,0.0608,0.383,0.842,0.988,2.84,3.37,4.37,2.76,1.01,0.0486,high
873945813ffffff,0.0289,0.0481,0.149,0.885,1.86,2.15,5.3,6.14,7.61,5.22,2.12,0.119,medium
873945814ffffff,0.00581,0.00969,0.0303,0.194,0.434,0.515,1.61,1.96,2.64,1.55,0.539,0.0243,medium
873945815ffffff,0.00617,0.0103,0.0322,0.205,0.46,0.55,1.7,2.07,2.78,1.65,0.57,0.0257,high
873945816ffffff,0.00883,0.0147,0.0461,0.294,0.657,0.777,2.39,2.89,3.87,2.31,0.81,0.0368,high
873945818ffffff,0.00608,0.0101,0.0317,0.202,0.459,0.549,1.67,2.05,2.73,1.66,0.561,0.0254,medium
873945819ffffff,0.00536,0.00895,0.028,0.179,0.406,0.485,1.48,1.81,2.42,1.46,0.496,0.0224,medium
87394581affffff,0.00979,0.0163,0.051,0.325,0.737,0.88,2.65,3.24,4.29,2.63,0.898,0.0409,high
87394581bffffff,0.00568,0.00948,0.0296,0.189,0.429,0.513,1.56,1.92,2.55,1.55,0.525,0.0237,medium
87394581cffffff,0.0264,0.044,0.137,0.832,1.8,2.11,5.38,6.33,7.85,5.38,2.08,0.109,high
87394581dffffff,0.0071,0.0118,0.037,0.236,0.536,0.639,1.93,2.37,3.15,1.92,0.653,0.0296,high
87394581effffff,0.011,0.0183,0.0571,0.36,0.81,0.963,2.79,3.38,4.4,2.77,0.974,0.0457,low
873945822ffffff,0.104,0.173,0.523,2.75,5.23,6.01,12.6,14.3,17,12.2,5.73,0.416,high
873945826ffffff,0.0104,0.0173,0.0541,0.342,0.753,0.916,2.83,3.42,4.51,2.66,0.949,0.0433,low
873945830ffffff,0.00794,0.0132,0.0414,0.261,0.576,0.702,2.18,2.64,3.5,2.05,0.729,0.0331,medium
873945831ffffff,0.0438,0.0728,0.224,1.26,2.51,2.92,6.46,7.31,8.74,6.25,2.8,0.178,high
873945832ffffff,0.00789,0.0132,0.0411,0.26,0.574,0.698,2.17,2.62,3.47,2.04,0.724,0.0329,high
873945833ffffff,0.00715,0.0119,0.0372,0.235,0.518,0.631,1.96,2.37,3.13,1.84,0.655,0.0298,high
873945834ffffff,0.00936,0.0156,0.0488,0.308,0.678,0.826,2.55,3.08,4.07,2.4,0.856,0.039,low
873945835ffffff,0.00984,0.0164,0.0512,0.323,0.713,0.868,2.69,3.24,4.29,2.53,0.9,0.041,low
873945836ffffff,0.00509,0.00848,0.0265,0.168,0.37,0.451,1.41,1.71,2.27,1.32,0.468,0.0212,low
873945880ffffff,0.00726,0.0121,0.0379,0.247,0.551,0.64,2,2.4,3.27,1.94,0.683,0.0303,high
873945882ffffff,0.0103,0.0171,0.0536,0.348,0.776,0.901,2.79,3.34,4.52,2.71,0.96,0.0429,high
873945884ffffff,0.0151,0.0252,0.0785,0.492,1.07,1.24,3.43,4.01,5.13,3.35,1.27,0.0627,high
873945885ffffff,0.175,0.291,0.891,4.97,9.73,10.9,22.7,25.2,29.6,22.4,10.5,0.71,high
873945886ffffff,0.00606,0.0101,0.0316,0.206,0.46,0.535,1.68,2.02,2.75,1.63,0.572,0.0253,high
873945890ffffff,0.0129,0.0215,0.0675,0.438,0.974,1.13,3.5,4.18,5.63,3.38,1.2,0.054,high
873945891ffffff,0.0319,0.0531,0.166,1.04,2.24,2.57,6.94,8.04,10.2,6.79,2.65,0.132,high
873945892ffffff,0.0154,0.0256,0.0801,0.518,1.15,1.34,4.07,4.83,6.45,3.92,1.41,0.0641,high
873945893ffffff,0.0275,0.0458,0.143,0.903,1.95,2.25,6.18,7.19,9.24,6.04,2.32,0.114,high
873945894ffffff,0.0205,0.0341,0.106,0.675,1.47,1.7,4.78,5.57,7.21,4.63,1.76,0.085,medium
873945895ffffff,0.0127,0.0211,0.066,0.423,0.927,1.07,3.12,3.69,4.88,3.04,1.12,0.0528,medium
873945896ffffff,0.0123,0.0205,0.0641,0.416,0.925,1.08,3.37,4.01,5.4,3.22,1.14,0.0513,high
87394589effffff,0.0597,0.0993,0.309,1.9,4.04,4.62,12,13.9,17.5,11.8,4.71,0.247,high
8739458a0ffffff,0.00668,0.0111,0.0348,0.223,0.5,0.591,1.85,2.24,3.02,1.78,0.618,0.0279,high
8739458a1ffffff,0.00674,0.0112,0.0351,0.225,0.504,0.596,1.86,2.25,3.03,1.79,0.623,0.0281,high
8739458a2ffffff,0.0407,0.0678,0.21,1.26,2.65,3.06,7.56,8.69,10.7,7.42,3.04,0.168,high
8739458a3ffffff,0.0338,0.0562,0.175,1.06,2.27,2.63,6.71,7.75,9.57,6.57,2.63,0.14,high
8739458a4ffffff,0.00675,0.0113,0.0352,0.225,0.504,0.596,1.86,2.25,3.03,1.79,0.623,0.0282,medium
8739458a5ffffff,0.00566,0.00944,0.0295,0.189,0.424,0.501,1.57,1.91,2.57,1.51,0.524,0.0236,medium
8739458a6ffffff,0.00851,0.0142,0.0444,0.284,0.629,0.745,2.31,2.77,3.71,2.21,0.781,0.0355,high
8739458a8ffffff,0.0412,0.0687,0.214,1.31,2.87,3.37,8.8,10.4,12.9,8.77,3.34,0.171,high
8739458a9ffffff,0.0179,0.0299,0.0931,0.581,1.29,1.52,4.2,5.03,6.41,4.19,1.52,0.0745,high
8739458abffffff,0.171,0.285,0.876,4.99,10.2,11.8,25.5,29,33.9,25.7,11.2,0.699,high
8739458acffffff,0.0104,0.0174,0.0542,0.345,0.769,0.91,2.72,3.29,4.34,2.66,0.938,0.0434,high
8739458adffffff,0.146,0.24,0.704,3.32,6.14,6.9,13.8,15.6,18.2,13.8,6.52,0.559,high
8739458aeffffff,0.161,0.266,0.795,3.89,6.94,7.62,13,14,15.8,12.9,7.02,0.631,high
8739458b0ffffff,0.0234,0.039,0.122,0.769,1.67,1.93,5.38,6.23,7.99,5.19,1.99,0.0972,high
8739458b1ffffff,0.00618,0.0103,0.0323,0.211,0.47,0.546,1.72,2.06,2.81,1.66,0.584,0.0258,high
8739458b2ffffff,0.00805,0.0134,0.042,0.273,0.609,0.711,2.25,2.68,3.64,2.14,0.756,0.0336,medium
8739458b3ffffff,0.00618,0.0103,0.0323,0.21,0.47,0.548,1.73,2.08,2.84,1.67,0.584,0.0258,medium
8739458b4ffffff,0.00722,0.012,0.0377,0.243,0.538,0.635,2,2.38,3.21,1.89,0.672,0.0302,high
8739458b5ffffff,0.0119,0.0198,0.0618,0.392,0.854,1,2.92,3.43,4.47,2.79,1.04,0.0494,high
8739458b6ffffff,0.00988,0.0165,0.0516,0.335,0.743,0.867,2.7,3.21,4.32,2.58,0.918,0.0412,high
8739458e0ffffff,0.00724,0.0121,0.0378,0.241,0.547,0.653,1.98,2.43,3.23,1.97,0.668,0.0302,low
8739458e2ffffff,0.0557,0.0926,0.285,1.63,3.35,3.86,8.57,9.81,11.7,8.59,3.69,0.227,high
8739458e4ffffff,0.00417,0.00696,0.0218,0.139,0.316,0.378,1.15,1.42,1.89,1.14,0.387,0.0174,low
8739458e6ffffff,0.00617,0.0103,0.0322,0.206,0.467,0.557,1.69,2.08,2.77,1.68,0.57,0.0258,medium
8739458f0ffffff,0.00962,0.0161,0.0502,0.32,0.725,0.866,2.61,3.2,4.23,2.59,0.884,0.0402,high
8739458f1ffffff,0.01,0.0167,0.0523,0.334,0.756,0.902,2.72,3.33,4.41,2.7,0.921,0.0419,low
8739458f2ffffff,0.0106,0.0178,0.0555,0.353,0.8,0.954,2.86,3.5,4.61,2.84,0.973,0.0444,high
8739458f4ffffff,0.0107,0.0179,0.0559,0.357,0.808,0.964,2.9,3.55,4.7,2.88,0.984,0.0448,high
8739458f5ffffff,0.00931,0.0155,0.0485,0.31,0.702,0.838,2.53,3.1,4.12,2.51,0.856,0.0389,medium
8739458f6ffffff,0.00991,0.0165,0.0517,0.329,0.746,0.891,2.68,3.29,4.35,2.67,0.91,0.0414,high
873945910ffffff,0.00713,0.0119,0.0371,0.234,0.509,0.622,1.96,2.33,3.08,1.8,0.653,0.0297,low
873945911ffffff,0.00615,0.0102,0.032,0.202,0.44,0.54,1.69,2.02,2.66,1.56,0.565,0.0257,low
873945912ffffff,0.00611,0.0102,0.0318,0.201,0.437,0.534,1.69,2.01,2.68,1.55,0.561,0.0254,low
873945913ffffff,0.0062,0.0103,0.0322,0.204,0.444,0.542,1.72,2.04,2.72,1.57,0.57,0.0258,low
873945914ffffff,0.00768,0.0128,0.0399,0.252,0.545,0.676,2.08,2.48,3.21,1.92,0.703,0.032,low
873945915ffffff,0.00666,0.0111,0.0347,0.219,0.473,0.586,1.81,2.15,2.78,1.67,0.61,0.0278,low
873945916ffffff,0.00561,0.00934,0.0292,0.185,0.402,0.491,1.56,1.86,2.47,1.43,0.516,0.0234,low
87394591affffff,0.00636,0.0106,0.0331,0.209,0.462,0.563,1.76,2.13,2.83,1.65,0.585,0.0265,low
87394591bffffff,0.00854,0.0142,0.0445,0.281,0.619,0.754,2.34,2.83,3.75,2.2,0.782,0.0356,low
87394591effffff,0.00586,0.00976,0.0305,0.193,0.425,0.518,1.62,1.96,2.6,1.52,0.539,0.0244,low
873945980ffffff,0.00582,0.0097,0.0304,0.195,0.429,0.511,1.62,1.93,2.6,1.52,0.541,0.0243,medium
873945981ffffff,0.00647,0.0108,0.0337,0.215,0.47,0.565,1.78,2.11,2.82,1.65,0.595,0.027,medium
873945982ffffff,0.00609,0.0101,0.0317,0.204,0.448,0.532,1.68,2,2.68,1.57,0.563,0.0254,medium
873945983ffffff,0.00527,0.00878,0.0275,0.177,0.389,0.463,1.47,1.76,2.36,1.38,0.49,0.022,high
873945984ffffff,0.007,0.0117,0.0364,0.231,0.502,0.611,1.93,2.29,3.04,1.77,0.643,0.0292,low
873945985ffffff,0.00989,0.0165,0.0513,0.321,0.692,0.841,2.53,2.98,3.86,2.34,0.874,0.0411,low
873945986ffffff,0.0109,0.0182,0.0569,0.361,0.784,0.929,2.79,3.28,4.28,2.62,0.971,0.0456,medium
873945988ffffff,0.0202,0.0336,0.104,0.635,1.35,1.57,3.99,4.61,5.71,3.9,1.56,0.0835,high
873945989ffffff,0.0302,0.0501,0.153,0.851,1.69,1.91,4.22,4.81,5.87,4.14,1.84,0.122,medium
87394598affffff,0.0125,0.0208,0.0648,0.409,0.897,1.06,3.08,3.65,4.77,2.97,1.09,0.0518,medium
87394598bffffff,0.0178,0.0296,0.0921,0.566,1.22,1.42,3.78,4.42,5.59,3.69,1.43,0.0736,medium
87394598cffffff,0.00416,0.00693,0.0217,0.138,0.303,0.365,1.16,1.39,1.85,1.08,0.385,0.0174,medium
87394598dffffff,0.0111,0.0185,0.0578,0.363,0.797,0.948,2.76,3.28,4.24,2.65,0.972,0.0463,medium
87394598effffff,0.0123,0.0205,0.0639,0.403,0.872,1.03,3.01,3.52,4.56,2.84,1.07,0.0512,medium
873945990ffffff,0.00782,0.013,0.0407,0.26,0.565,0.68,2.19,2.57,3.33,1.98,0.716,0.0326,high
873945991ffffff,0.00946,0.0158,0.0492,0.311,0.674,0.797,2.35,2.76,3.59,2.22,0.829,0.0394,medium
873945992ffffff,0.00731,0.0122,0.0381,0.244,0.53,0.638,2.07,2.44,3.18,1.87,0.673,0.0305,high
873945993ffffff,0.0138,0.0231,0.0719,0.453,0.978,1.16,3.41,3.97,5.11,3.19,1.2,0.0576,high
873945994ffffff,0.00794,0.0132,0.0414,0.265,0.575,0.693,2.24,2.63,3.43,2.03,0.73,0.0331,medium
873945995ffffff,0.00973,0.0162,0.0506,0.324,0.704,0.844,2.68,3.15,4.1,2.45,0.888,0.0405,medium
873945996ffffff,0.00998,0.0166,0.0519,0.329,0.708,0.848,2.61,3.04,3.89,2.38,0.884,0.0416,medium
873945998ffffff,0.00562,0.00936,0.0293,0.188,0.414,0.493,1.57,1.87,2.51,1.46,0.522,0.0234,high
873945999ffffff,0.00686,0.0114,0.0357,0.229,0.504,0.599,1.88,2.24,2.99,1.77,0.632,0.0286,high
87394599affffff,0.0258,0.043,0.134,0.821,1.73,2.03,5.44,6.25,7.86,5.18,2.06,0.107,high
87394599bffffff,0.0116,0.0194,0.0605,0.383,0.831,0.983,2.92,3.42,4.45,2.75,1.02,0.0484,high
87394599cffffff,0.00476,0.00793,0.0248,0.159,0.351,0.418,1.33,1.59,2.14,1.25,0.443,0.0199,high
87394599dffffff,0.019,0.0317,0.099,0.63,1.37,1.63,4.89,5.75,7.51,4.61,1.7,0.0792,high
